,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우,감독값
5560,글루미 선데이,2000-10-21,2909500,192186900,400,24647,2,12,독일,(주)팝엔터테인먼트,청소년관람불가,드라마,롤프슈벨,"['스테파노디오니시', '조아킴크롤', '에리카마로잔']",0
5561,헬버스,2018-04-05,1000,1000,1,1,1,1,미국,(주)퍼스트런,청소년관람불가,공포,롤프카네프스키,"['타라레이드', '드배니핀']",0
5562,아트 오브 더 데드,2020-11-04,6000,6000,1,1,1,1,미국,주식회사플릭스코,청소년관람불가,드라마,롤프카네프스키,"['제시카모리스', '로버트도너반']",1
5563,노노,1900-01-01,85000,85000,17,17,1,2,기타,0,등급없음,드라마,0,"['엑셀아이우삼손', '러셀아불라드', '앨런디마우나한']",0
5564,휴매니티 뷰로우: 인류관리국,2018-05-11,27000,27000,13,13,5,13,캐나다,주식회사풍경소리,15세이상관람가,액션,0,"['니콜라스케이지', '휴딜런']",0
5565,알렉스와 엠마,2005-03-03,13000,13000,2,2,1,1,미국,코리아픽쳐스(주),15세이상관람가,코미디,롭라이너,"['케이트허드슨', '루크윌슨']",0
5566,프린세스 브라이드,1992-12-12,62000,62000,13,13,1,2,미국,0,전체관람가,모험,롭라이너,"['캐리엘위스', '맨디파틴킨', '크리스서랜던']",1654
5567,어퓨굿맨,1992-12-18,71000,71000,23,23,1,1,미국,0,15세이상관람가,범죄,롭라이너,"['톰크루즈', '잭니콜슨', '데미무어']",833
5568,대통령의 연인,1995-12-23,81000,522000,27,177,1,1,미국,0,12세이상관람가,코미디,롭라이너,"['마이클더글라스', '아네트베닝', '마틴쉰']",0
5569,산타모니카 인 러브,2018-05-31,536000,9513600,268,1427,1,8,미국,(주)더블앤조이픽쳐스,12세이상관람가,멜로로맨스,롭라이너,"['마이클더글라스', '다이안키튼', '스털링제린스']",355781
5570,미저리,1991-03-01,12184000,12484000,1554,1654,14,144,미국,0,등급없음,장르없음,롭라이너,['0'],22613
5571,충격과 공포,2018-09-06,12907200,12907200,1661,1661,78,566,미국,(주)박수엔터테인먼트,12세이상관람가,드라마,롭라이너,"['밀라요보비치', '제시카비엘', '제임스마스던']",178604
5572,스탠 바이 미,1986-01-01,34830500,35464500,4358,4481,19,261,미국,0,청소년관람불가,드라마,롭라이너,"['윌휘튼', '리버피닉스', '코리펠드만']",0
5573,해리가 샐리를 만났을 때,1989-11-18,30381500,184516700,2986,22613,22,404,미국,(주)키다리이엔티,15세이상관람가,코미디,롭라이너,"['빌리크리스탈', '맥라이언']",0
5574,버킷 리스트:죽기전에 꼭 하고싶은것들,2008-04-09,107527500,1965849000,15493,295214,60,1381,미국,주식회사해리슨앤컴퍼니,12세이상관람가,코미디,롭라이너,"['잭니콜슨', '모건프리먼']",0
5575,플립,2017-07-12,140000,1464996396,14,355781,1,1,미국,(주)팝엔터테인먼트,12세이상관람가,드라마,롭라이너,"['매들린캐롤', '캘런맥오리피']",0
5576,구스범스,2016-01-14,2022389584,2022389584,305134,305134,515,13523,미국,유니버설픽쳐스인터내셔널코리아(유),12세이상관람가,액션,롭레터맨,"['잭블랙', '딜런미네트', '오데야러쉬']",0
5577,명탐정 피카츄,2019-05-09,1435821250,1435821250,686809,686809,817,25776,미국,워너브러더스코리아(주),전체관람가,액션,롭레터맨,"['라이언레이놀즈', '저스티스스미스', '캐서린뉴튼']",0
5578,걸리버 여행기,2011-01-27,738503684,738503684,1762071,1762071,527,41181,미국,이십세기폭스코리아(주),전체관람가,코미디,롭레터맨,['잭블랙'],661366
5579,몬스터 vs 에이리언,2009-04-23,4547715000,4547715000,661366,661366,328,18203,미국,CJENM,전체관람가,애니메이션,롭레터맨,"['리즈위더스푼', '르네젤위거', '휴로리']",0
5580,인민의 적,1900-01-01,457000,457000,153,153,1,5,영국,0,등급없음,다큐멘터리,0,['0'],0
5581,시카고,2003-03-28,11770500,158621100,1481,20748,10,51,미국,(주)키다리이엔티,15세이상관람가,뮤지컬,롭마샬,"['르네젤위거', '캐서린제타-존스', '리차드기어']",0
5582,메리 포핀스 리턴즈,2019-02-14,1816281960,1816281960,224160,224160,573,11128,미국,월트디즈니컴퍼니코리아유한책임회사,전체관람가,판타지,롭마샬,"['에밀리블런트', '린-마누엘미란다', '벤위쇼']",0
5583,숲속으로,2014-12-24,186970400,1698434008,24476,341882,116,950,미국,월트디즈니컴퍼니코리아유한책임회사,전체관람가,뮤지컬,롭마샬,"['메릴스트립', '조니뎁', '에밀리블런트']",0
5584,나인,2009-12-31,185000,565514796,27,491162,1,3,미국,(주)시너지하우스(시너지),15세이상관람가,멜로로맨스,롭마샬,"['다니엘데이루이스', '마리온꼬띨라르', '페넬로페크루즈']",0
5585,게이샤의 추억,2006-02-02,78000,1042870704,26,849277,1,1,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,드라마,롭마샬,"['공리', '장쯔이', '양자경']",20748
5586,캐리비안의 해적: 낯선 조류,2011-05-19,1510163724,1510163724,3130046,3130046,960,67036,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,액션,롭마샬,"['이안맥쉐인', '페넬로페크루즈', '조니뎁']",491162
5587,플라이페이퍼,2013-03-20,600000,600000,40,40,1,4,미국,(유)조이앤컨텐츠그룹,청소년관람불가,범죄,롭민코프,['패트릭뎀시'],0
5588,헌티드 맨션,2004-04-15,65121000,65121000,9883,9883,14,727,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,코미디,롭민코프,"['에디머피', '테렌스스탬프']",0
5589,천재 강아지 미스터 피바디,2014-04-24,1435175896,1435175896,385552,385552,533,10520,미국,CJENM,전체관람가,애니메이션,롭민코프,"['티버렐', '맥스찰스', '에리얼윈터']",40
5590,포비든 킹덤: 전설의 마스터를 찾아서,2008-04-24,32000,717171092,8,1211890,2,8,미국,CJENM,12세이상관람가,액션,롭민코프,"['이연걸', '성룡', '마이클안가라노']",0
5591,닌자 어쌔신 리벤지,2017-06-29,140000,140000,62,62,5,62,기타,(유)조이앤컨텐츠그룹,15세이상관람가,액션,0,"['롭바드', '로저니브']",0
5592,엘렉트라,2005-01-21,1126857500,1126857500,173048,173048,71,4641,미국,이십세기폭스코아(주),15세이상관람가,액션,0,"['제니퍼가너', '고란비스닉']",0
5593,포틀랜디아 - 제로 래츠,1900-01-01,20293,20293,91,91,1,2,미국,0,등급없음,애니메이션,0,['0'],0
5594,토마스와 친구들: 잃어버린 왕관,2014-11-13,110482700,110482700,15202,15202,110,805,영국,CJENM,전체관람가,애니메이션,롭실베스트리,"['신용우', '전태열', '김승준']",0
5595,토마스와 친구들: 용감한 기관차와 괴물소동,2016-10-13,21500,192464900,7,27352,1,1,영국,와이드릴리즈(주),전체관람가,애니메이션,롭실베스트리,"['마크모라한', '벤스몰', '테레사갤러거']",15202
5596,러브레이스,2013-10-17,139215138,139215138,19933,19933,154,2506,미국,씨너스엔터테인먼트(주),청소년관람불가,드라마,0,"['아만다사이프리드', '샤론스톤', '제임스프랭코']",0
5597,주말에 생긴 일,1900-01-01,598000,598000,120,120,1,2,미국,0,등급없음,드라마,0,"['크리스칼리슬', '조엘해리슨']",0
5598,H2: 어느 살인마의 가족이야기,2010-06-10,8000,8000,1,1,1,1,미국,(주)누리픽쳐스,청소년관람불가,공포,롭좀비,"['쉐리문좀비', '체이즈라이트베넥', '스카우트테일러-콤프튼']",15292
5599,할로윈:살인마의 탄생,2009-05-14,210369500,210369500,30544,30544,116,3229,미국,(주)성원아이컴,청소년관람불가,공포,롭좀비,"['스카우트테일러-콤프튼', '말콤맥도웰']",40
5600,트리플 엑스,2002-10-01,16000,16000,2,2,1,1,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,액션,롭코헨,"['빈디젤', '마튼초카스', '아시아아르젠토']",0
5601,데이라잇,1996-12-21,92000,269000,46,105,1,1,미국,0,12세이상관람가,드라마,롭코헨,"['실베스터스탤론', '에이미브렌너먼', '비고모텐슨']",0
5602,알렉스 크로스,2013-03-14,164165000,164165000,22978,22978,162,3168,미국,(주)인벤트스톤,청소년관람불가,액션,롭코헨,"['매튜폭스', '타일러페리', '에드워드번즈']",0
5603,허리케인 하이스트,2018-03-14,1730262848,1730262848,214949,214949,544,16363,미국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,액션,롭코헨,"['토비켑벨', '매기그레이스']",0
5604,스텔스,2005-07-28,3364375000,3364375000,532360,532360,175,12135,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,액션,롭코헨,"['제시카비엘', '조쉬루카스', '제이미폭스']",2
5605,미이라 3:황제의 무덤,2008-07-30,26217311000,26217311000,4090885,4090885,634,64779,미국,유니버설픽쳐스인터내셔널코리아(유),12세이상관람가,액션,롭코헨,"['브렌든프레이저', '마리아벨로', '이연걸']",0
5606,에이리언 컨버전스,2018-11-29,1000,1000,1,1,1,1,미국,0,15세이상관람가,액션,롭팔라티나,"['캐롤라인이바리', '마이클마르셀']",0
5607,나치 오버로드,2020-02-06,1000,1000,1,1,1,1,미국,(유)조이앤컨텐츠그룹,15세이상관람가,액션,롭팔라티나,"['톰시즈모어', '도미니크스웨인']",1
5608,논스톱 투 헬,2019-02-28,1000,1000,1,1,1,1,미국,(유)조이앤컨텐츠그룹,15세이상관람가,공포,롭팔라티나,"['리즈패닝', '조시로셋']",1
5609,에일리언 인베이젼,1900-01-01,2000,2000,2,2,2,2,영국,(유)조이앤컨텐츠그룹,15세이상관람가,액션,롭팔라티나,"['아리엘하더', '매튜폴캠프', '크리스티나리치아르디']",0
5610,파이트 밸리,2017-06-13,250000,250000,50,50,1,1,미국,0,15세이상관람가,액션,0,"['홀리홈', '미샤테이트', '크리스사이보그']",0
5611,외줄 타는 의사,1900-01-01,414000,414000,45,45,2,3,중국,0,등급없음,장르없음,0,['0'],0
5612,24시간 달리는 쾌락 버스,2017-05-20,5000,5000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,0,['요시자와아키호'],0
5613,상사의 아내2,2020-08-14,300000,300000,60,60,1,1,일본,0,청소년관람불가,에로,0,['0'],0
5614,우리 할머니는 점쟁이,1900-01-01,33500,33500,10,10,1,2,기타,0,등급없음,장르없음,0,['0'],0
5615,두 미 러브,2013-03-06,20000,20000,3,3,1,1,프랑스,(주)케이앤엔터테인먼트,청소년관람불가,드라마,0,"['리지에브로체레', '크리스틴아망거', '패트릭조코']",0
5616,걸스 나잇,2018-03-09,7751000,7751000,3334,3334,2,14,미국,0,등급없음,장르없음,0,['0'],0
5617,큐리오사,2020-08-06,12969800,12969800,1480,1480,19,318,프랑스,(주)트리플픽쳐스,청소년관람불가,드라마,0,"['노에미메를랑', '니엘스슈나이더', '벤자민라베른헤']",0
5618,구층요탑: 전설의 부활,2017-05-10,14000,14000,2,2,2,2,중국,(주)누리픽쳐스,12세이상관람가,판타지,루추안,"['조우정', '야오천']",0
5619,초한지: 영웅의 부활,2013-03-28,60679500,60679500,8722,8722,75,1130,중국,(주)인벤트스톤,15세이상관람가,액션,루추안,"['오언조', '장첸', '진람']",0
5620,바그다드의 도둑,1900-01-01,1123000,1123000,498,498,1,15,영국,0,등급없음,장르없음,0,['0'],0
5621,볼케이노: 삶의 전환점에 선 남자,2012-11-22,224000,19982500,32,3103,1,7,기타,프리비젼엔터테인먼트,15세이상관람가,드라마,0,"['테오도로줄리어슨', '마그렛헬가요한스도티어']",0
5622,부드러운 위협,1900-01-01,22200,22200,89,89,1,2,프랑스,0,등급없음,애니메이션,0,['0'],0
5623,제2의 찬스,1900-01-01,224000,224000,112,112,1,4,미국,0,등급없음,장르없음,루돌프마테,['0'],0
5624,비내리는 밤의 기적,1957-03-19,780000,780000,390,390,1,9,미국,0,등급없음,드라마,루돌프마테,"['제인와이먼', '밴존슨', '페기캐슬']",0
5625,미시시피의 도박사,1900-01-01,693000,1431000,344,713,1,8,프랑스,0,등급없음,장르없음,루돌프마테,['0'],0
5626,3인의 난폭한 사람들,1900-01-01,304000,1720000,152,912,1,3,미국,0,등급없음,장르없음,루돌프마테,['0'],0
5627,300 스파르탄,1900-01-01,5123000,10281000,2559,5173,1,42,미국,0,등급없음,전쟁,루돌프마테,"['리처드이간', '랠프리처드슨', '다이안베이커']",0
5628,마리안의 허상,1989-08-05,1211000,1211000,182,182,1,3,기타,0,등급없음,드라마,0,"['돔호프먼', '리셋안소니', '케네스허디자인']",0
5629,다크 하트,2018-12-14,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,스릴러,0,"['카일슈미트', '소냐킨스키', '루카스틸']",0
5630,올드르시흐 세들라체크 연대기,1900-01-01,28400,28400,121,121,1,1,기타,0,등급없음,애니메이션,0,['0'],0
5631,보이지 않는 숨결,2006-05-12,56000,56000,8,8,2,4,캐나다,0,청소년관람불가,스릴러,0,"['장니콜라스베로', '이사벨리처', '줄리리브리턴']",0
5632,런 테이큰,1900-01-01,4000,4000,1,1,1,1,캐나다,스크린조이,15세이상관람가,액션,0,"['알렉산더시디그', '조슈아잭슨', '마리사토메이']",0
5633,도시의 거리,1900-01-01,128000,128000,27,27,1,3,미국,0,등급없음,장르없음,루벤마물리안,['0'],0
5634,러브 미 투나잇,1900-01-01,202000,202000,44,44,1,3,미국,0,등급없음,뮤지컬,루벤마물리안,"['모리스슈발리에', '자넷맥도널드', '찰스러글스']",0
5635,부활,1900-01-01,1616000,1616000,808,808,1,18,미국,0,등급없음,장르없음,루벤마물리안,['0'],0
5636,혈과사,1900-01-01,529000,2377000,135,1059,1,9,미국,0,등급없음,드라마,루벤마물리안,"['타이론파워', '린다다넬', '리타헤이워드']",0
5637,황금 주먹,1900-01-01,3426000,3426000,1713,1713,1,20,미국,0,등급없음,장르없음,루벤마물리안,['0'],0
5638,실크 스타킹,1900-01-01,2004000,3415000,1022,1733,1,35,미국,0,12세이상관람가,장르없음,루벤마물리안,"['프레드아스테어', '시드카리스', '자니스페이지']",0
5639,포스 마쥬어: 화이트 베케이션,2015-03-12,131000,40773400,19,5449,1,1,기타,(주)블룸즈베리리소시스리미티드,15세이상관람가,드라마,루벤외스틀룬드,"['요하네스쿤케', '리사로벤콩슬리']",0
5640,더 스퀘어,2018-08-02,1514000,139216400,269,17033,1,10,기타,아이엠,15세이상관람가,코미디,루벤외스틀룬드,"['클라에스방', '엘리자베스모스', '도미닉웨스트']",0
5641,좀비랜드: 더블 탭,2019-11-13,1176243880,1176243880,136883,136883,585,13541,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,액션,루벤플레셔,"['우디해럴슨', '제시아이젠버그', '아비게일브레스린']",3888096
5642,베놈,2018-10-03,259527161,259527161,3888096,3888096,1308,116149,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,액션,루벤플레셔,"['톰하디', '미쉘윌리엄스', '리즈아메드']",0
5643,알.이.씨 오큐판트,2017-11-15,3000,3000,1,1,1,1,미국,주식회사레드아이스,15세이상관람가,공포,0,['로버트피카르도'],0
5644,더 레슨: 마지막 수업,2017-01-02,300000,300000,60,60,1,1,영국,(주)블루브릭,청소년관람불가,공포,0,"['로버트핸즈', '에번벤들', '미하엘라프로할로바']",0
5645,쓰레기통 속의 대화,1900-01-01,168750,168750,113,113,1,2,기타,0,등급없음,다큐멘터리,0,['0'],0
5646,더 컬링,2016-04-08,100000,100000,10,10,1,1,미국,(주)콘텐츠윙,15세이상관람가,공포,0,['제레미섬터'],0
5647,밑 빠진 가방,1900-01-01,289000,289000,41,41,1,2,기타,0,등급없음,드라마,0,"['안나미할코프', '알라데미도봐']",0
5648,퍼펙트 내니,2020-04-23,1000,1000,1,1,1,1,프랑스,주식회사세미콜론스튜디오,15세이상관람가,스릴러,0,"['카린비아르', '레일라벡티']",0
5649,"쓰나미, 벚꽃 그리고 희망",1900-01-01,408500,408500,87,87,1,2,영국,0,등급없음,장르없음,루시워커,['0'],0
5650,웨이스트 랜드,2014-04-03,456000,19846000,76,2830,1,3,기타,나이너스엔터테인먼트(주),전체관람가,다큐멘터리,루시워커,['빅뮤니츠'],0
