영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,감독값,배급사값,배우합,배우평균
"장 마리 스트라우브, 다니엘 위에 단편모음",2011-02-18,219000,219000,33,33,1,4,기타,0,등급없음,드라마,0,0,0,0,0
Diff 2019 경쟁8,1900-01-01,227000,227000,33,33,1,1,한국,0,등급없음,드라마,0,0,0,0,0
0.36 프로젝트,1900-01-01,230000,230000,33,33,1,1,한국,0,등급없음,다큐멘터리,0,0,0,0,0
Diff 2018 배우목격담,1900-01-01,230000,230000,33,33,1,1,한국,0,등급없음,드라마,0,0,0,0,0
셰이크다운,1900-01-01,231000,231000,33,33,1,1,미국,0,등급없음,드라마,0,0,0,0,0
Diff 2019 경쟁7,1900-01-01,231000,231000,33,33,1,1,한국,0,등급없음,드라마,0,0,0,0,0
38.2도,1900-01-01,40800,40800,34,34,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
도시라는 유토피아 + 세자르씨의 폐종이 공작실 + 내 텃밭을 소개합니다,1900-01-01,156000,156000,34,34,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
이토 유이치의 클레이메이션,1900-01-01,158000,158000,34,34,1,2,일본,0,전체관람가,애니메이션,0,0,0,0,0
SICAF2011_경쟁단편_일반5,1900-01-01,170000,170000,34,34,1,3,기타,0,청소년관람불가,애니메이션,0,0,0,0,0
인디애니페스트2020 아시아로1,1900-01-01,198000,198000,34,34,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2014 차세대 폴란드 애니메이션 2,1900-01-01,200400,200400,34,34,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2020 독립보행1,1900-01-01,201000,201000,34,34,1,2,한국,0,등급없음,애니메이션,0,0,0,0,0
"흐루스탈료프, 나의 차!",1900-01-01,224000,224000,34,34,1,2,기타,0,등급없음,드라마,0,0,0,0,0
2011년 1월 단편 상상극장 - 더 비기닝,1900-01-01,235600,235600,34,34,1,4,한국,0,12세이상관람가,드라마,0,0,0,0,0
배드 지니어스 더 시리즈: 라스트 섹션,1900-01-01,242000,242000,34,34,5,12,기타,(주)홈초이스,15세이상관람가,범죄,0,0,0,0,0
글로컬 구애전 단편 3,1900-01-01,175000,175000,35,35,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
센팍 배우전: 단편의 얼굴들 (센트럴파크 10주년),1900-01-01,175000,175000,35,35,1,2,한국,0,등급없음,드라마,0,0,0,0,0
인디애니페스트2013-파노라마2,1900-01-01,195000,195000,35,35,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2020 스위스 포커스2,1900-01-01,204000,204000,35,35,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2020 아시아 파노라마,1900-01-01,204000,204000,35,35,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
(일본영화제)단편모음-야마무라 코지와 젊은 애니메이션 작가들,1900-01-01,206000,206000,35,35,1,2,일본,0,전체관람가,장르없음,0,0,0,0,0
SICAF2014 경쟁: 학생 2,1900-01-01,209000,209000,35,35,1,3,기타,0,등급없음,애니메이션,0,0,0,0,0
2011 GSFF-중편 초청 1,1900-01-01,210000,210000,35,35,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
SIFF2011-단편경쟁1,1900-01-01,210000,210000,35,35,1,2,한국,0,전체관람가,장르없음,0,0,0,0,0
두근두근 성호월드 3,1900-01-01,237000,237000,35,35,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
안전한 여행,1900-01-01,22500,22500,36,36,1,3,기타,0,등급없음,드라마,0,0,0,0,0
코이노니아2,1900-01-01,158000,158000,36,36,1,2,한국,0,15세이상관람가,드라마,0,0,0,0,0
산토 스테파노의 목가 + 행복의 경제학,1900-01-01,162000,162000,36,36,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
인디애니페스트2020 아시아로2,1900-01-01,207000,207000,36,36,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
MSFF2020 사랑에 관한 짧은 필름 1,1900-01-01,216000,216000,36,36,1,1,한국,0,등급없음,멜로로맨스,0,0,0,0,0
Diff 2019 경쟁3,1900-01-01,244000,244000,36,36,1,1,한국,0,등급없음,드라마,0,0,0,0,0
17th 필름다빈 프로젝트: 공민정 배우전,1900-01-01,323000,323000,36,36,1,1,한국,0,등급없음,드라마,0,0,0,0,0
백현진 단편 기획전,1900-01-01,324000,324000,36,36,1,1,한국,0,등급없음,드라마,0,0,0,0,0
폭풍의 질주,1990-08-11,60000,95000,30,37,1,1,미국,0,12세이상관람가,드라마,0,0,0,9111,4555
다우펜드레히트의 디즈니,1900-01-01,119000,119000,37,37,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
2014 최강애니전-2014 최강마니아3,1900-01-01,151000,151000,37,37,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
2016 최강애니전 - KUKI 국제 어린이 단편영화제,1900-01-01,172000,172000,37,37,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
희망의 나날,1900-01-01,178000,178000,37,37,1,3,스페인,0,등급없음,드라마,0,0,0,0,0
안시국제애니메이션영화제 수상작 모음,1900-01-01,185000,185000,37,37,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
제10회 미쟝센 단편영화제-10년간 사랑해 2,1900-01-01,185000,185000,37,37,1,1,한국,0,등급없음,드라마,0,0,0,0,0
인디애니페스트2020 독립보행2,1900-01-01,213000,213000,37,37,1,2,한국,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2020 독립보행3,1900-01-01,216000,216000,37,37,1,2,한국,0,등급없음,애니메이션,0,0,0,0,0
이본 케인,1900-01-01,254000,254000,37,37,1,2,기타,0,등급없음,드라마,0,0,0,0,0
카르멘,2020-06-03,820000,820000,37,37,6,24,영국,에스디시코리아주식회사,12세이상관람가,공연,0,0,0,0,0
내가 어릴 적에 ep1,1900-01-01,12155,12155,38,38,1,3,기타,0,등급없음,애니메이션,0,0,0,0,0
내가 어릴 적에 ep2,1900-01-01,12155,12155,38,38,1,3,기타,0,등급없음,애니메이션,0,0,0,0,0
내가 어릴 적에 ep3,1900-01-01,12155,12155,38,38,1,3,기타,0,등급없음,애니메이션,0,0,0,0,0
내가 어릴 적에 ep4,1900-01-01,12155,12155,38,38,1,3,기타,0,등급없음,애니메이션,0,0,0,0,0
동동의 소망 + 이누이트의 경고,1900-01-01,166000,166000,38,38,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
SICAF2011 수상작_장편,1900-01-01,177000,177000,38,38,1,1,기타,0,12세이상관람가,애니메이션,0,0,0,0,0
인디애니페스트2011-독립보행3,1900-01-01,188000,188000,38,38,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
SEFF2019 요나스 메카스 추모전: 오마쥬 단편 모음,1900-01-01,222000,222000,38,38,1,1,기타,0,등급없음,다큐멘터리,0,0,0,0,0
2011 GSFF-중편 초청 4,1900-01-01,227000,227000,38,38,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
스노드롭,1900-01-01,27885,27885,39,39,1,3,기타,0,등급없음,드라마,0,0,0,0,0
제부와 렌지타,1900-01-01,48750,48750,39,39,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
작은 집에 산다는 것+집 이야기,1900-01-01,195000,195000,39,39,2,3,기타,0,등급없음,장르없음,0,0,0,0,0
인디애니페스트2013-과거 그리고 지금: 엠마/마크 스페셜,1900-01-01,219000,219000,39,39,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
11월 단편 상상극장 - 하드보일드 단편선,1900-01-01,273000,273000,39,39,1,5,기타,0,청소년관람불가,장르없음,0,0,0,0,0
9TH SCFF 개막식,1900-01-01,390000,390000,39,39,1,1,기타,0,전체관람가,장르없음,0,0,0,0,0
[EIDF2011]몬테레이 팝,1900-01-01,120000,120000,40,40,1,2,미국,0,전체관람가,다큐멘터리,0,0,0,0,0
김정일리아+퍼플맨,1900-01-01,145000,145000,40,40,1,2,기타,0,15세이상관람가,장르없음,0,0,0,0,0
2014 최강애니전-2014 최강자전1,1900-01-01,188000,188000,40,40,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
2011 GSFF-중편 초청 3,1900-01-01,240000,240000,40,40,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
Diff 2018 경쟁6,1900-01-01,277000,277000,40,40,1,2,한국,0,등급없음,드라마,0,0,0,0,0
사형집행인과 가면과 비밀: 60년대 이탈리아 호러 영화,1900-01-01,279000,279000,40,40,1,2,이탈리아,0,등급없음,다큐멘터리,0,0,0,0,0
사형은 이제 그만,1900-01-01,10258,10258,41,41,1,2,프랑스,0,전체관람가,애니메이션,0,0,0,0,0
폐허를 색칠하다,1900-01-01,68347,68347,41,41,1,1,기타,0,등급없음,다큐멘터리,0,0,0,0,0
한일단편애니메이션열전-임팩트2,1900-01-01,92000,92000,41,41,1,2,한국,0,12세이상관람가,애니메이션,0,0,0,0,0
2014 최강애니전-2014 최강임팩트3,1900-01-01,173000,173000,41,41,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
아름다운 승무원,1900-01-01,177000,177000,41,41,1,3,프랑스,0,등급없음,드라마,0,0,0,0,0
SICAF2011_경쟁단편_일반2,1900-01-01,201000,201000,41,41,1,3,이탈리아,0,전체관람가,애니메이션,0,0,0,0,0
SICAF2014 경쟁: 단편 3,1900-01-01,241000,241000,41,41,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트 2018 트리키 우먼 : 은밀한 욕망,1900-01-01,241000,241000,42,42,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
리스본에는 누가 사는가+런던 운하 위의 삶,1900-01-01,252000,252000,42,42,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
MSFF2020 비정성시 3,1900-01-01,252000,252000,42,42,1,1,한국,0,등급없음,드라마,0,0,0,0,0
Diff 2018 로컬존,1900-01-01,291000,291000,42,42,1,2,한국,0,등급없음,드라마,0,0,0,0,0
2014 최강애니전-2014 최강비주얼2,1900-01-01,149000,149000,43,43,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
2014 최강애니전-2014 최강패밀리1,1900-01-01,157000,157000,43,43,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
그린피스 단편 + 과라니 브자 대 원자력 발전소 + 핵의 귀환,1900-01-01,175000,175000,43,43,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
"AISFF2013 이미지, 음악을 입다 2: 오버하우젠 뮤비",1900-01-01,215000,215000,43,43,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
SICAF2014 경쟁: 학생 3,1900-01-01,242600,242600,43,43,1,3,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2013-독립보행1,1900-01-01,252000,252000,43,43,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2017 독립보행3,1900-01-01,252000,252000,43,43,1,2,한국,0,등급없음,애니메이션,0,0,0,0,0
Diff 2019 경쟁6,1900-01-01,290000,290000,43,43,1,1,한국,0,등급없음,드라마,0,0,0,0,0
두근두근 성호월드 1,1900-01-01,301000,301000,43,43,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
자전거 탄 알세스트,1900-01-01,328000,328000,43,43,1,2,프랑스,0,등급없음,코미디,0,0,0,0,0
마늘이 엄마보다 더 좋아 + 시라차! 핫소스 찬가,1900-01-01,533000,533000,43,43,2,3,기타,0,등급없음,다큐멘터리,0,0,0,0,0
인디애니페스트2011-해외스페셜2(일본 인디레이블-카프),1900-01-01,196000,196000,44,44,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
SICAF2011_경쟁단편_일반3,1900-01-01,215000,215000,44,44,1,3,미국,0,전체관람가,애니메이션,0,0,0,0,0
GIFF2020 단편묶음2,1900-01-01,220000,220000,44,44,1,1,기타,0,등급없음,드라마,0,0,0,0,0
인디애니페스트 2018 한국 파노라마 - 괴물 혹은 영웅,1900-01-01,252000,252000,44,44,1,3,한국,0,등급없음,애니메이션,0,0,0,0,0
(일본영화제)단편모음-애니메이션의 관습을 파괴하다 noitaminA 특집,1900-01-01,258000,258000,44,44,1,2,일본,0,전체관람가,장르없음,0,0,0,0,0
단편2: 처음이 낯선 당신에게 –인디피크닉2019,1900-01-01,288000,288000,44,44,1,6,한국,0,등급없음,드라마,0,0,0,0,0
김현정 단편선,1900-01-01,389000,389000,44,44,1,2,한국,0,등급없음,드라마,0,0,0,0,0
인디다큐페스티발2012_폐막식,1900-01-01,440000,440000,44,44,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
2011 최강패밀리1,1900-01-01,105000,105000,45,45,1,2,기타,0,전체관람가,애니메이션,0,0,0,0,0
"[제5회 여성인권영화제, 피움 2011]그대 마음과 만나, 피움1",1900-01-01,211000,211000,45,45,1,1,기타,0,15세이상관람가,장르없음,0,0,0,0,0
익스트림 3,1900-01-01,225000,225000,45,45,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
제10회 미쟝센 단편영화제-10년간 하하호호 2,1900-01-01,225000,225000,45,45,1,1,한국,0,등급없음,코미디,0,0,0,0,0
아르마딜로의 예언,1900-01-01,318000,318000,45,45,1,1,이탈리아,0,등급없음,드라마,0,0,0,0,0
인디다큐페스티발2012_개막식,1900-01-01,450000,450000,45,45,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
춤바크,1900-01-01,46000,46000,46,46,1,1,기타,0,등급없음,드라마,0,0,0,0,0
우주전쟁 3D,1900-01-01,144000,144000,46,46,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
EIDF 2017 한국 다큐멘터리 파노라마,1900-01-01,218000,218000,46,46,1,2,한국,0,등급없음,다큐멘터리,0,0,0,0,0
SICAF2011 수상작_단편,1900-01-01,228000,228000,46,46,1,1,기타,0,15세이상관람가,애니메이션,0,0,0,0,0
인디애니페스트 2018 아시아 파노라마 - 상상 혹은 회상,1900-01-01,254000,254000,46,46,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2014 경쟁: 단편 4,1900-01-01,276000,276000,46,46,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
[2014중앙대학교 영화학과 졸업영화제]Section GREEN,1900-01-01,276000,276000,46,46,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
"나의하루+소녀, 레벨업!+헤더부스, 세상을 바꾸다",1900-01-01,322000,322000,46,46,1,2,미국,0,등급없음,다큐멘터리,0,0,0,0,0
한일단편애니메이션열전-마니아1,1900-01-01,110000,110000,47,47,1,1,한국,0,15세이상관람가,애니메이션,0,0,0,0,0
"[제5회 여성인권영화제, 피움 2011]일상과 투쟁의 나날들3",1900-01-01,175000,175000,47,47,1,1,기타,0,전체관람가,장르없음,0,0,0,0,0
인디애니페스트 2018 트리키 우먼 : 자각과 변화,1900-01-01,214000,214000,47,47,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2013 영화제 수상작,1900-01-01,228000,228000,47,47,1,1,한국,0,등급없음,애니메이션,0,0,0,0,0
MSFF2020 4만번의 구타 3,1900-01-01,282000,282000,47,47,1,1,한국,0,등급없음,액션,0,0,0,0,0
배우특별전-어른들을 몰라요?,1900-01-01,329000,329000,47,47,1,3,한국,0,등급없음,장르없음,0,0,0,0,0
FIWOM 2019 피움초이스1,1900-01-01,329000,329000,47,47,1,1,한국,0,등급없음,드라마,0,0,0,0,0
PISAF2013-유토피아2,1900-01-01,216000,216000,48,48,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
9월 금요단편극장 [당신을 듣다],1900-01-01,240000,240000,48,48,1,1,한국,0,15세이상관람가,장르없음,0,0,0,0,0
Diff 2018 경쟁3,1900-01-01,328000,328000,48,48,1,2,한국,0,등급없음,드라마,0,0,0,0,0
움특별전1,1900-01-01,330000,330000,48,48,1,1,기타,0,등급없음,다큐멘터리,0,0,0,0,0
[KQFF] 커런트이슈2: 히든 모션스: 지워진 퀴어의 신체활동,1900-01-01,384000,384000,48,48,1,2,기타,0,등급없음,드라마,0,0,0,0,0
권다함: 눈빛이 다함,1900-01-01,483000,483000,48,48,1,1,한국,0,등급없음,드라마,0,0,0,0,0
우핀과 이핀 ep1,1900-01-01,16873,16873,49,49,1,3,기타,0,등급없음,애니메이션,0,0,0,0,0
우핀과 이핀 ep2,1900-01-01,16873,16873,49,49,1,3,기타,0,등급없음,애니메이션,0,0,0,0,0
우핀과 이핀 ep3,1900-01-01,16873,16873,49,49,1,3,기타,0,등급없음,애니메이션,0,0,0,0,0
Fog and Smoke + Masarap Na Kanta,1900-01-01,104500,104500,49,49,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
망자의 구두를 기다리다 맨발로 죽다,1900-01-01,147000,147000,49,49,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
2014 최강애니전-2014 최강임팩트1,1900-01-01,181000,181000,49,49,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2011-파노라마1,1900-01-01,239000,239000,49,49,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
SICAF2014 일본미디어예술제 2014 베스트,1900-01-01,292000,292000,49,49,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
Diff 2018 경쟁1,1900-01-01,338000,338000,50,50,1,2,한국,0,등급없음,드라마,0,0,0,0,0
[KQFF] 해외단편1: 나는 나일뿐,1900-01-01,400000,400000,50,50,1,2,기타,0,등급없음,드라마,0,0,0,0,0
아시누스,1900-01-01,51000,51000,51,51,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
2011 최강마니아2,1900-01-01,109000,109000,51,51,1,1,기타,0,15세이상관람가,애니메이션,0,0,0,0,0
아프리카의 오레스테스를 위한 노트 + 미지의 도시 + 마란의 노래,1900-01-01,110000,110000,51,51,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
스타 플레이어,1900-01-01,139000,245000,29,51,1,3,일본,0,등급없음,드라마,0,0,0,0,0
인디애니페스트 2018 아시아로 2,1900-01-01,273000,273000,51,51,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
SIDOF2019_폐막식:SIDOF2019 수상작,1900-01-01,355000,355000,51,51,1,1,기타,0,등급없음,다큐멘터리,0,0,0,0,0
SPFF 2018 너는 바다+칼랑코에의 꽃,1900-01-01,510000,510000,51,51,1,2,일본,0,등급없음,드라마,0,0,0,0,0
신비로운 군중 + 호송,1900-01-01,107000,107000,52,52,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
2011 최강임팩트4,1900-01-01,114000,114000,52,52,1,1,기타,0,12세이상관람가,애니메이션,0,0,0,0,0
2011 최강마니아3,1900-01-01,115000,115000,52,52,1,1,기타,0,15세이상관람가,애니메이션,0,0,0,0,0
한일단편애니메이션열전-패밀리1,1900-01-01,116000,116000,52,52,1,2,일본,0,전체관람가,애니메이션,0,0,0,0,0
[음악영화제]-제네시스와 레이디 제이의 발라드,1900-01-01,362000,362000,52,52,1,2,미국,0,청소년관람불가,장르없음,0,0,0,0,0
2014 최강애니전-2014 최강패밀리3,1900-01-01,223000,223000,53,53,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
시카프초이스 3 금지된 장난,1900-01-01,265000,265000,53,53,1,3,기타,0,청소년관람불가,애니메이션,0,0,0,0,0
앤드류 부자스키 스페셜-뮤추얼 어프리시에이션,2008-03-25,79000,305000,15,53,1,3,미국,0,등급없음,드라마,0,0,0,0,0
MSFF2020 사랑에 관한 짧은 필름 3,1900-01-01,318000,318000,53,53,1,1,한국,0,등급없음,멜로로맨스,0,0,0,0,0
누드모델의고백,2014-11-12,270000,270000,54,54,1,1,일본,페퍼민트픽쳐스,청소년관람불가,에로,0,0,0,0,0
진격의애인-카렌을위해,1900-01-01,270000,270000,54,54,1,1,일본,0,청소년관람불가,에로,0,0,0,0,0
오오극장 개관 1주년 영화제-시민제작영상,1900-01-01,324000,324000,54,54,1,1,한국,0,등급없음,다큐멘터리,0,0,0,0,0
최후의 동물들,1900-01-01,372000,372000,54,54,1,1,미국,0,등급없음,다큐멘터리,0,0,0,0,0
2011 최강마니아1,1900-01-01,131000,131000,55,55,1,1,기타,0,15세이상관람가,애니메이션,0,0,0,0,0
다함께 다큐를2,1900-01-01,136000,136000,55,55,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
PISAF2014-국제학생경쟁 2,1900-01-01,225000,225000,55,55,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
부산국제어린이영화제-작은 나래모음(3),1900-01-01,270000,270000,55,55,1,1,한국,0,등급없음,애니메이션,0,0,0,0,0
2009 다큐멘터리 쇼케이스,1900-01-01,0,326000,0,55,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
2011 GSFF-중편 초청 2,1900-01-01,329000,329000,55,55,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
10월 단편 상상극장-제7회 대단한 단편영화제 수상작 모음,1900-01-01,383000,383000,55,55,1,5,한국,0,등급없음,장르없음,0,0,0,0,0
오렌지필름 기획전 - 미움(ㅁ)을 굴려보았더니,1900-01-01,476000,476000,55,55,2,5,한국,0,등급없음,드라마,0,0,0,0,0
